id,num_sold
256360,161
256361,1124
256362,949
256363,597
256364,470
256365,3
256366,23
256367,19
256368,13
256369,9
256370,6
256371,47
256372,39
256373,25
256374,20
256375,8
256376,55
256377,48
256378,29
256379,24
256380,158
256381,1091
256382,923
256383,582
256384,456
256385,319
256386,2215
256387,1873
256388,1178
256389,927
256390,378
256391,2620
256392,2209
256393,1396
256394,1099
256395,128
256396,883
256397,746
256398,470
256399,369
256400,256
256401,1790
256402,1513
256403,954
256404,751
256405,304
256406,2114
256407,1789
256408,1126
256409,887
256410,102
256411,695
256412,596
256413,357
256414,288
256415,201
256416,1406
256417,1206
256418,723
256419,583
256420,238
256421,1664
256422,1427
256423,855
256424,692
256425,102
256426,711
256427,612
256428,367
256429,296
256430,205
256431,1446
256432,1239
256433,743
256434,601
256435,243
256436,1709
256437,1468
256438,879
256439,711
256440,71
256441,499
256442,428
256443,256
256444,206
256445,144
256446,1012
256447,866
256448,519
256449,420
256450,170
256451,1197
256452,1025
256453,612
256454,496
256455,3
256456,25
256457,21
256458,13
256459,10
256460,7
256461,49
256462,43
256463,25
256464,20
256465,8
256466,59
256467,51
256468,30
256469,25
256470,167
256471,1161
256472,997
256473,597
256474,480
256475,336
256476,2359
256477,2022
256478,1209
256479,976
256480,398
256481,2793
256482,2387
256483,1432
256484,1156
256485,134
256486,940
256487,805
256488,482
256489,389
256490,271
256491,1907
256492,1633
256493,979
256494,790
256495,321
256496,2252
256497,1932
256498,1155
256499,933
256500,107
256501,728
256502,638
256503,377
256504,310
256505,214
256506,1470
256507,1290
256508,763
256509,626
256510,253
256511,1742
256512,1526
256513,904
256514,742
256515,108
256516,745
256517,653
256518,387
256519,317
256520,217
256521,1511
256522,1323
256523,784
256524,644
256525,257
256526,1788
256527,1569
256528,929
256529,763
256530,75
256531,522
256532,457
256533,270
256534,222
256535,152
256536,1058
256537,925
256538,548
256539,450
256540,181
256541,1251
256542,1095
256543,647
256544,531
256545,4
256546,26
256547,23
256548,13
256549,10
256550,8
256551,52
256552,45
256553,27
256554,22
256555,9
256556,61
256557,54
256558,32
256559,26
256560,176
256561,1216
256562,1066
256563,632
256564,516
256565,357
256566,2468
256567,2161
256568,1279
256569,1048
256570,421
256571,2919
256572,2550
256573,1513
256574,1240
256575,142
256576,985
256577,862
256578,511
256579,418
256580,288
256581,1998
256582,1748
256583,1037
256584,849
256585,341
256586,2360
256587,2069
256588,1223
256589,1004
256590,117
256591,808
256592,707
256593,419
256594,339
256595,234
256596,1634
256597,1432
256598,849
256599,687
256600,276
256601,1935
256602,1694
256603,1007
256604,814
256605,118
256606,828
256607,726
256608,430
256609,348
256610,238
256611,1681
256612,1470
256613,871
256614,708
256615,281
256616,1986
256617,1741
256618,1030
256619,836
256620,83
256621,580
256622,508
256623,301
256624,243
256625,166
256626,1177
256627,1029
256628,610
256629,495
256630,197
256631,1392
256632,1218
256633,720
256634,583
256635,4
256636,29
256637,24
256638,15
256639,12
256640,7
256641,57
256642,51
256643,30
256644,24
256645,10
256646,68
256647,60
256648,35
256649,28
256650,193
256651,1347
256652,1181
256653,701
256654,565
256655,390
256656,2743
256657,2400
256658,1423
256659,1151
256660,462
256661,3252
256662,2839
256663,1690
256664,1365
256665,155
256666,1095
256667,957
256668,566
256669,458
256670,314
256671,2222
256672,1941
256673,1149
256674,933
256675,372
256676,2624
256677,2297
256678,1359
256679,1101
256680,96
256681,657
256682,569
256683,330
256684,274
256685,192
256686,1328
256687,1151
256688,668
256689,554
256690,226
256691,1572
256692,1362
256693,793
256694,657
256695,97
256696,671
256697,582
256698,338
256699,280
256700,195
256701,1363
256702,1180
256703,686
256704,570
256705,230
256706,1613
256707,1399
256708,812
256709,674
256710,67
256711,471
256712,408
256713,236
256714,195
256715,137
256716,955
256717,826
256718,479
256719,399
256720,161
256721,1129
256722,977
256723,565
256724,470
256725,2
256726,24
256727,20
256728,12
256729,10
256730,6
256731,47
256732,41
256733,24
256734,19
256735,8
256736,56
256737,48
256738,28
256739,23
256740,157
256741,1095
256742,950
256743,552
256744,456
256745,320
256746,2226
256747,1927
256748,1117
256749,925
256750,378
256751,2636
256752,2276
256753,1325
256754,1098
256755,126
256756,887
256757,768
256758,445
256759,369
256760,257
256761,1799
256762,1557
256763,905
256764,749
256765,305
256766,2125
256767,1841
256768,1068
256769,885
256770,95
256771,656
256772,549
256773,342
256774,274
256775,190
256776,1328
256777,1110
256778,695
256779,555
256780,226
256781,1574
256782,1315
256783,823
256784,658
256785,97
256786,671
256787,562
256788,352
256789,281
256790,194
256791,1363
256792,1138
256793,713
256794,571
256795,230
256796,1614
256797,1350
256798,845
256799,675
256800,67
256801,472
256802,393
256803,246
256804,196
256805,136
256806,955
256807,797
256808,499
256809,399
256810,161
256811,1130
256812,943
256813,589
256814,470
256815,2
256816,24
256817,19
256818,11
256819,9
256820,7
256821,47
256822,39
256823,24
256824,20
256825,8
256826,56
256827,46
256828,29
256829,23
256830,157
256831,1096
256832,916
256833,574
256834,456
256835,318
256836,2226
256837,1860
256838,1162
256839,928
256840,377
256841,2638
256842,2196
256843,1377
256844,1100
256845,127
256846,887
256847,740
256848,464
256849,370
256850,256
256851,1799
256852,1500
256853,939
256854,750
256855,304
256856,2127
256857,1776
256858,1111
256859,887
256860,95
256861,669
256862,547
256863,336
256864,277
256865,190
256866,1352
256867,1107
256868,682
256869,560
256870,225
256871,1599
256872,1309
256873,807
256874,662
256875,96
256876,684
256877,560
256878,345
256879,284
256880,193
256881,1387
256882,1135
256883,699
256884,576
256885,229
256886,1640
256887,1344
256888,828
256889,680
256890,66
256891,480
256892,392
256893,242
256894,198
256895,135
256896,972
256897,794
256898,489
256899,403
256900,159
256901,1148
256902,938
256903,576
256904,475
256905,3
256906,24
256907,19
256908,12
256909,10
256910,7
256911,47
256912,40
256913,24
256914,19
256915,7
256916,57
256917,46
256918,28
256919,23
256920,156
256921,1115
256922,914
256923,563
256924,461
256925,317
256926,2264
256927,1853
256928,1138
256929,935
256930,375
256931,2681
256932,2186
256933,1349
256934,1108
256935,126
256936,903
256937,739
256938,455
256939,372
256940,255
256941,1831
256942,1497
256943,921
256944,757
256945,302
256946,2163
256947,1770
256948,1088
256949,895
256950,96
256951,659
256952,559
256953,335
256954,279
256955,193
256956,1332
256957,1131
256958,678
256959,564
256960,228
256961,1577
256962,1336
256963,803
256964,668
256965,96
256966,674
256967,573
256968,343
256969,286
256970,195
256971,1367
256972,1159
256973,696
256974,581
256975,231
256976,1616
256977,1373
256978,824
256979,686
256980,68
256981,473
256982,401
256983,239
256984,200
256985,137
256986,958
256987,811
256988,487
256989,406
256990,162
256991,1132
256992,959
256993,573
256994,477
256995,2
256996,24
256997,20
256998,12
256999,9
257000,6
257001,47
257002,40
257003,24
257004,20
257005,8
257006,55
257007,47
257008,28
257009,24
257010,158
257011,1100
257012,933
257013,560
257014,464
257015,319
257016,2233
257017,1893
257018,1134
257019,942
257020,378
257021,2642
257022,2234
257023,1342
257024,1116
257025,127
257026,890
257027,754
257028,452
257029,375
257030,257
257031,1805
257032,1528
257033,918
257034,762
257035,306
257036,2131
257037,1807
257038,1083
257039,901
257040,102
257041,691
257042,594
257043,357
257044,296
257045,202
257046,1396
257047,1202
257048,725
257049,601
257050,239
257051,1654
257052,1422
257053,858
257054,712
257055,102
257056,707
257057,610
257058,368
257059,305
257060,205
257061,1436
257062,1234
257063,746
257064,618
257065,243
257066,1699
257067,1463
257068,882
257069,732
257070,70
257071,496
257072,426
257073,257
257074,213
257075,144
257076,1006
257077,863
257078,521
257079,432
257080,170
257081,1189
257082,1022
257083,614
257084,509
257085,3
257086,25
257087,21
257088,13
257089,11
257090,6
257091,49
257092,42
257093,25
257094,22
257095,9
257096,58
257097,51
257098,30
257099,25
257100,167
257101,1155
257102,993
257103,599
257104,495
257105,337
257106,2344
257107,2014
257108,1213
257109,1005
257110,398
257111,2775
257112,2378
257113,1437
257114,1192
257115,134
257116,934
257117,802
257118,485
257119,401
257120,272
257121,1895
257122,1627
257123,982
257124,814
257125,321
257126,2237
257127,1924
257128,1159
257129,962
257130,110
257131,731
257132,625
257133,375
257134,313
257135,221
257136,1478
257137,1265
257138,759
257139,633
257140,262
257141,1751
257142,1498
257143,900
257144,751
257145,112
257146,749
257147,641
257148,386
257149,321
257150,225
257151,1520
257152,1298
257153,781
257154,652
257155,267
257156,1799
257157,1540
257158,925
257159,772
257160,77
257161,526
257162,448
257163,269
257164,224
257165,158
257166,1064
257167,908
257168,546
257169,456
257170,187
257171,1259
257172,1075
257173,643
257174,537
257175,3
257176,26
257177,22
257178,14
257179,10
257180,8
257181,52
257182,45
257183,27
257184,22
257185,9
257186,63
257187,53
257188,32
257189,27
257190,182
257191,1222
257192,1046
257193,629
257194,522
257195,370
257196,2482
257197,2121
257198,1271
257199,1060
257200,436
257201,2934
257202,2502
257203,1506
257204,1254
257205,148
257206,991
257207,846
257208,508
257209,423
257210,297
257211,2009
257212,1715
257213,1031
257214,860
257215,353
257216,2374
257217,2029
257218,1217
257219,1016
257220,121
257221,801
257222,693
257223,427
257224,347
257225,243
257226,1619
257227,1402
257228,865
257229,702
257230,287
257231,1917
257232,1658
257233,1026
257234,832
257235,123
257236,821
257237,710
257238,438
257239,355
257240,247
257241,1668
257242,1439
257243,888
257244,724
257245,291
257246,1968
257247,1705
257248,1049
257249,854
257250,85
257251,575
257252,498
257253,305
257254,249
257255,173
257256,1167
257257,1008
257258,620
257259,505
257260,204
257261,1380
257262,1192
257263,733
257264,596
257265,3
257266,29
257267,24
257268,16
257269,12
257270,8
257271,57
257272,50
257273,30
257274,25
257275,9
257276,68
257277,59
257278,36
257279,29
257280,199
257281,1336
257282,1156
257283,714
257284,576
257285,405
257286,2718
257287,2350
257288,1448
257289,1176
257290,480
257291,3223
257292,2780
257293,1721
257294,1393
257295,162
257296,1085
257297,936
257298,577
257299,468
257300,325
257301,2203
257302,1901
257303,1170
257304,953
257305,387
257306,2601
257307,2249
257308,1383
257309,1125
257310,98
257311,652
257312,557
257313,338
257314,286
257315,195
257316,1317
257317,1127
257318,685
257319,579
257320,230
257321,1560
257322,1333
257323,812
257324,686
257325,99
257326,666
257327,570
257328,347
257329,293
257330,197
257331,1352
257332,1156
257333,704
257334,596
257335,234
257336,1601
257337,1369
257338,834
257339,704
257340,69
257341,468
257342,399
257343,242
257344,204
257345,139
257346,947
257347,809
257348,492
257349,417
257350,164
257351,1120
257352,956
257353,581
257354,490
257355,2
257356,23
257357,19
257358,11
257359,9
257360,7
257361,47
257362,40
257363,24
257364,20
257365,8
257366,56
257367,48
257368,28
257369,24
257370,160
257371,1087
257372,930
257373,565
257374,476
257375,324
257376,2208
257377,1886
257378,1144
257379,967
257380,384
257381,2615
257382,2227
257383,1358
257384,1146
257385,128
257386,879
257387,751
257388,458
257389,386
257390,261
257391,1785
257392,1523
257393,927
257394,783
257395,309
257396,2108
257397,1801
257398,1094
257399,926
257400,98
257401,649
257402,560
257403,341
257404,280
257405,195
257406,1314
257407,1132
257408,690
257409,566
257410,231
257411,1557
257412,1341
257413,817
257414,671
257415,98
257416,665
257417,573
257418,349
257419,287
257420,198
257421,1350
257422,1162
257423,709
257424,582
257425,235
257426,1597
257427,1378
257428,839
257429,689
257430,69
257431,466
257432,401
257433,244
257434,200
257435,139
257436,945
257437,813
257438,495
257439,406
257440,164
257441,1119
257442,962
257443,584
257444,480
257445,2
257446,23
257447,20
257448,11
257449,10
257450,7
257451,47
257452,41
257453,24
257454,20
257455,7
257456,55
257457,47
257458,29
257459,24
257460,160
257461,1084
257462,935
257463,569
257464,466
257465,324
257466,2204
257467,1897
257468,1152
257469,946
257470,384
257471,2611
257472,2240
257473,1367
257474,1122
257475,129
257476,877
257477,756
257478,460
257479,377
257480,261
257481,1780
257482,1532
257483,933
257484,766
257485,310
257486,2103
257487,1812
257488,1101
257489,905
257490,99
257491,651
257492,581
257493,326
257494,283
257495,197
257496,1317
257497,1175
257498,661
257499,573
257500,232
257501,1558
257502,1388
257503,784
257504,678
257505,99
257506,667
257507,595
257508,335
257509,289
257510,200
257511,1354
257512,1205
257513,679
257514,588
257515,236
257516,1601
257517,1428
257518,805
257519,697
257520,69
257521,468
257522,417
257523,233
257524,203
257525,140
257526,948
257527,844
257528,476
257529,412
257530,167
257531,1121
257532,997
257533,561
257534,485
257535,4
257536,23
257537,20
257538,11
257539,10
257540,6
257541,46
257542,42
257543,23
257544,20
257545,7
257546,56
257547,50
257548,27
257549,23
257550,162
257551,1087
257552,970
257553,545
257554,471
257555,329
257556,2208
257557,1966
257558,1105
257559,956
257560,388
257561,2613
257562,2321
257563,1309
257564,1132
257565,131
257566,879
257567,784
257568,441
257569,381
257570,264
257571,1785
257572,1589
257573,895
257574,775
257575,314
257576,2108
257577,1879
257578,1058
257579,914
257580,99
257581,654
257582,563
257583,335
257584,285
257585,198
257586,1322
257587,1138
257588,681
257589,576
257590,234
257591,1565
257592,1346
257593,806
257594,683
257595,100
257596,670
257597,576
257598,344
257599,292
257600,201
257601,1360
257602,1168
257603,699
257604,594
257605,238
257606,1607
257607,1384
257608,828
257609,702
257610,70
257611,470
257612,404
257613,241
257614,204
257615,141
257616,952
257617,817
257618,489
257619,415
257620,166
257621,1125
257622,966
257623,577
257624,489
257625,4
257626,23
257627,19
257628,12
257629,10
257630,7
257631,46
257632,40
257633,24
257634,20
257635,7
257636,56
257637,48
257638,28
257639,24
257640,162
257641,1092
257642,939
257643,561
257644,474
257645,330
257646,2216
257647,1906
257648,1138
257649,963
257650,390
257651,2621
257652,2249
257653,1348
257654,1140
257655,132
257656,883
257657,759
257658,454
257659,383
257660,266
257661,1792
257662,1539
257663,922
257664,780
257665,315
257666,2115
257667,1820
257668,1088
257669,920
257670,107
257671,693
257672,598
257673,350
257674,302
257675,212
257676,1402
257677,1210
257678,712
257679,611
257680,252
257681,1660
257682,1430
257683,843
257684,724
257685,108
257686,710
257687,613
257688,361
257689,310
257690,217
257691,1443
257692,1242
257693,733
257694,630
257695,256
257696,1707
257697,1473
257698,867
257699,744
257700,75
257701,498
257702,430
257703,252
257704,216
257705,153
257706,1010
257707,870
257708,513
257709,439
257710,180
257711,1194
257712,1029
257713,604
257714,518
257715,3
257716,24
257717,21
257718,13
257719,11
257720,8
257721,49
257722,42
257723,25
257724,22
257725,8
257726,59
257727,51
257728,29
257729,25
257730,175
257731,1158
257732,998
257733,588
257734,503
257735,355
257736,2352
257737,2026
257738,1191
257739,1021
257740,419
257741,2784
257742,2392
257743,1412
257744,1210
257745,141
257746,938
257747,808
257748,476
257749,407
257750,286
257751,1902
257752,1637
257753,966
257754,827
257755,339
257756,2245
257757,1937
257758,1139
257759,977
257760,115
257761,731
257762,641
257763,375
257764,318
257765,229
257766,1477
257767,1297
257768,759
257769,642
257770,270
257771,1749
257772,1535
257773,900
257774,761
257775,115
257776,749
257777,658
257778,385
257779,325
257780,233
257781,1521
257782,1332
257783,782
257784,662
257785,276
257786,1800
257787,1580
257788,927
257789,783
257790,80
257791,525
257792,460
257793,269
257794,227
257795,163
257796,1063
257797,931
257798,546
257799,462
257800,192
257801,1258
257802,1102
257803,644
257804,545
257805,3
257806,26
257807,23
257808,13
257809,11
257810,7
257811,52
257812,45
257813,27
257814,23
257815,10
257816,62
257817,54
257818,32
257819,27
257820,189
257821,1220
257822,1071
257823,628
257824,528
257825,382
257826,2479
257827,2172
257828,1272
257829,1074
257830,450
257831,2930
257832,2563
257833,1506
257834,1270
257835,153
257836,990
257837,868
257838,509
257839,428
257840,308
257841,2008
257842,1757
257843,1032
257844,870
257845,364
257846,2371
257847,2081
257848,1218
257849,1029
257850,125
257851,822
257852,700
257853,422
257854,359
257855,248
257856,1662
257857,1416
257858,857
257859,728
257860,295
257861,1968
257862,1676
257863,1016
257864,860
257865,125
257866,844
257867,719
257868,433
257869,368
257870,253
257871,1713
257872,1457
257873,881
257874,751
257875,299
257876,2023
257877,1724
257878,1041
257879,885
257880,88
257881,591
257882,503
257883,303
257884,257
257885,178
257886,1198
257887,1019
257888,616
257889,524
257890,210
257891,1416
257892,1206
257893,726
257894,617
257895,4
257896,29
257897,25
257898,15
257899,13
257900,8
257901,59
257902,50
257903,29
257904,25
257905,11
257906,70
257907,59
257908,36
257909,30
257910,205
257911,1370
257912,1168
257913,705
257914,597
257915,414
257916,2788
257917,2374
257918,1433
257919,1217
257920,491
257921,3307
257922,2806
257923,1703
257924,1442
257925,165
257926,1114
257927,946
257928,570
257929,484
257930,334
257931,2261
257932,1921
257933,1160
257934,987
257935,395
257936,2670
257937,2272
257938,1370
257939,1164
257940,100
257941,658
257942,576
257943,337
257944,291
257945,198
257946,1329
257947,1163
257948,685
257949,590
257950,235
257951,1573
257952,1377
257953,812
257954,698
257955,100
257956,673
257957,590
257958,346
257959,298
257960,203
257961,1367
257962,1195
257963,705
257964,607
257965,240
257966,1617
257967,1417
257968,835
257969,717
257970,71
257971,472
257972,412
257973,243
257974,209
257975,142
257976,957
257977,836
257978,492
257979,423
257980,168
257981,1132
257982,989
257983,580
257984,500
257985,4
257986,23
257987,20
257988,12
257989,10
257990,7
257991,46
257992,41
257993,24
257994,20
257995,9
257996,56
257997,48
257998,28
257999,25
258000,164
258001,1095
258002,959
258003,563
258004,484
258005,331
258006,2226
258007,1947
258008,1144
258009,983
258010,391
258011,2636
258012,2299
258013,1357
258014,1165
258015,132
258016,887
258017,776
258018,456
258019,392
258020,266
258021,1800
258022,1573
258023,926
258024,796
258025,315
258026,2126
258027,1860
258028,1094
258029,940
258030,101
258031,665
258032,565
258033,337
258034,294
258035,201
258036,1345
258037,1144
258038,684
258039,595
258040,237
258041,1593
258042,1353
258043,810
258044,705
258045,101
258046,682
258047,580
258048,346
258049,301
258050,205
258051,1383
258052,1174
258053,703
258054,613
258055,243
258056,1638
258057,1393
258058,832
258059,726
258060,70
258061,478
258062,406
258063,242
258064,210
258065,144
258066,968
258067,821
258068,491
258069,428
258070,169
258071,1145
258072,971
258073,579
258074,505
258075,3
258076,23
258077,20
258078,12
258079,10
258080,7
258081,47
258082,40
258083,24
258084,21
258085,9
258086,57
258087,48
258088,28
258089,25
258090,165
258091,1110
258092,943
258093,562
258094,489
258095,334
258096,2252
258097,1912
258098,1141
258099,993
258100,397
258101,2669
258102,2260
258103,1354
258104,1178
258105,133
258106,898
258107,763
258108,455
258109,395
258110,269
258111,1822
258112,1546
258113,924
258114,804
258115,320
258116,2152
258117,1828
258118,1091
258119,951
258120,101
258121,654
258122,572
258123,333
258124,298
258125,199
258126,1323
258127,1159
258128,678
258129,606
258130,236
258131,1565
258132,1369
258133,801
258134,717
258135,101
258136,671
258137,588
258138,343
258139,306
258140,203
258141,1361
258142,1189
258143,696
258144,624
258145,240
258146,1609
258147,1409
258148,824
258149,737
258150,71
258151,469
258152,411
258153,239
258154,215
258155,143
258156,952
258157,831
258158,486
258159,436
258160,168
258161,1124
258162,983
258163,574
258164,512
258165,3
258166,23
258167,20
258168,11
258169,10
258170,7
258171,47
258172,41
258173,24
258174,21
258175,8
258176,55
258177,48
258178,27
258179,25
258180,164
258181,1091
258182,956
258183,557
258184,497
258185,333
258186,2215
258187,1937
258188,1130
258189,1010
258190,393
258191,2621
258192,2286
258193,1339
258194,1197
258195,132
258196,883
258197,772
258198,450
258199,402
258200,268
258201,1791
258202,1565
258203,916
258204,818
258205,317
258206,2115
258207,1852
258208,1081
258209,967
258210,99
258211,657
258212,572
258213,335
258214,290
258215,199
258216,1330
258217,1155
258218,680
258219,586
258220,235
258221,1574
258222,1366
258223,805
258224,694
258225,101
258226,675
258227,587
258228,345
258229,297
258230,204
258231,1369
258232,1187
258233,700
258234,604
258235,240
258236,1618
258237,1406
258238,828
258239,713
258240,70
258241,473
258242,410
258243,241
258244,207
258245,143
258246,958
258247,830
258248,489
258249,422
258250,169
258251,1132
258252,982
258253,577
258254,496
258255,3
258256,23
258257,20
258258,11
258259,9
258260,6
258261,46
258262,41
258263,24
258264,21
258265,9
258266,56
258267,48
258268,28
258269,25
258270,164
258271,1097
258272,954
258273,560
258274,481
258275,332
258276,2228
258277,1933
258278,1136
258279,979
258280,393
258281,2637
258282,2282
258283,1346
258284,1158
258285,132
258286,888
258287,771
258288,453
258289,389
258290,268
258291,1802
258292,1562
258293,920
258294,792
258295,316
258296,2127
258297,1848
258298,1086
258299,935
258300,108
258301,703
258302,604
258303,353
258304,308
258305,214
258306,1419
258307,1220
258308,715
258309,623
258310,252
258311,1680
258312,1443
258313,846
258314,737
258315,108
258316,720
258317,620
258318,363
258319,316
258320,218
258321,1463
258322,1254
258323,736
258324,642
258325,258
258326,1730
258327,1488
258328,872
258329,760
258330,75
258331,504
258332,434
258333,254
258334,221
258335,153
258336,1024
258337,878
258338,514
258339,449
258340,180
258341,1210
258342,1038
258343,606
258344,529
258345,3
258346,25
258347,20
258348,12
258349,10
258350,8
258351,51
258352,43
258353,25
258354,22
258355,9
258356,60
258357,51
258358,29
258359,26
258360,175
258361,1173
258362,1007
258363,589
258364,512
258365,356
258366,2381
258367,2044
258368,1196
258369,1040
258370,422
258371,2818
258372,2414
258373,1417
258374,1233
258375,142
258376,949
258377,815
258378,477
258379,414
258380,287
258381,1925
258382,1652
258383,969
258384,843
258385,341
258386,2274
258387,1954
258388,1143
258389,995
258390,110
258391,733
258392,636
258393,370
258394,327
258395,220
258396,1481
258397,1286
258398,751
258399,662
258400,259
258401,1754
258402,1521
258403,890
258404,784
258405,111
258406,752
258407,652
258408,381
258409,336
258410,224
258411,1526
258412,1321
258413,773
258414,683
258415,265
258416,1806
258417,1567
258418,915
258419,807
258420,78
258421,527
258422,456
258423,266
258424,235
258425,157
258426,1068
258427,923
258428,541
258429,477
258430,185
258431,1263
258432,1093
258433,638
258434,562
258435,4
258436,26
258437,23
258438,13
258439,11
258440,7
258441,52
258442,46
258443,26
258444,23
258445,9
258446,63
258447,53
258448,31
258449,27
258450,181
258451,1224
258452,1062
258453,620
258454,545
258455,366
258456,2486
258457,2153
258458,1257
258459,1107
258460,432
258461,2940
258462,2540
258463,1487
258464,1310
258465,146
258466,993
258467,861
258468,502
258469,442
258470,296
258471,2013
258472,1743
258473,1019
258474,899
258475,350
258476,2379
258477,2063
258478,1204
258479,1061
258480,122
258481,809
258482,703
258483,408
258484,366
258485,242
258486,1636
258487,1421
258488,829
258489,741
258490,286
258491,1937
258492,1683
258493,982
258494,876
258495,123
258496,830
258497,721
258498,419
258499,375
258500,246
258501,1686
258502,1462
258503,852
258504,763
258505,291
258506,1991
258507,1732
258508,1007
258509,901
258510,85
258511,582
258512,506
258513,293
258514,262
258515,173
258516,1180
258517,1023
258518,595
258519,533
258520,203
258521,1395
258522,1211
258523,703
258524,628
258525,4
258526,28
258527,25
258528,15
258529,13
258530,9
258531,57
258532,50
258533,29
258534,26
258535,9
258536,68
258537,60
258538,34
258539,31
258540,198
258541,1348
258542,1173
258543,683
258544,607
258545,402
258546,2745
258547,2383
258548,1386
258549,1237
258550,477
258551,3255
258552,2819
258553,1647
258554,1467
258555,160
258556,1096
258557,950
258558,551
258559,492
258560,324
258561,2225
258562,1929
258563,1121
258564,1004
258565,384
258566,2629
258567,2282
258568,1325
258569,1185
258570,101
258571,643
258572,574
258573,333
258574,291
258575,201
258576,1299
258577,1162
258578,676
258579,592
258580,239
258581,1539
258582,1376
258583,800
258584,701
258585,102
258586,657
258587,589
258588,342
258589,300
258590,206
258591,1335
258592,1193
258593,694
258594,608
258595,243
258596,1579
258597,1414
258598,822
258599,720
258600,71
258601,462
258602,413
258603,239
258604,208
258605,144
258606,935
258607,835
258608,485
258609,426
258610,170
258611,1106
258612,988
258613,572
258614,501
258615,3
258616,22
258617,20
258618,12
258619,10
258620,7
258621,46
258622,41
258623,23
258624,20
258625,9
258626,55
258627,48
258628,28
258629,25
258630,165
258631,1071
258632,960
258633,556
258634,485
258635,336
258636,2177
258637,1946
258638,1127
258639,987
258640,398
258641,2578
258642,2298
258643,1338
258644,1170
258645,134
258646,867
258647,776
258648,449
258649,393
258650,271
258651,1761
258652,1573
258653,914
258654,799
258655,321
258656,2079
258657,1860
258658,1079
258659,945
258660,98
258661,669
258662,547
258663,327
258664,288
258665,197
258666,1351
258667,1106
258668,664
258669,583
258670,233
258671,1600
258672,1308
258673,788
258674,693
258675,100
258676,684
258677,560
258678,336
258679,296
258680,200
258681,1388
258682,1135
258683,683
258684,600
258685,237
258686,1643
258687,1346
258688,809
258689,710
258690,69
258691,480
258692,392
258693,235
258694,206
258695,140
258696,973
258697,795
258698,478
258699,420
258700,166
258701,1150
258702,939
258703,564
258704,496
258705,4
258706,23
258707,19
258708,11
258709,9
258710,7
258711,47
258712,40
258713,23
258714,21
258715,7
258716,56
258717,46
258718,27
258719,24
258720,162
258721,1115
258722,913
258723,548
258724,480
258725,328
258726,2266
258727,1851
258728,1111
258729,975
258730,388
258731,2683
258732,2187
258733,1318
258734,1156
258735,131
258736,903
258737,738
258738,442
258739,388
258740,264
258741,1832
258742,1495
258743,900
258744,789
258745,313
258746,2164
258747,1770
258748,1063
258749,934
258750,99
258751,662
258752,563
258753,329
258754,289
258755,197
258756,1339
258757,1139
258758,669
258759,586
258760,234
258761,1585
258762,1346
258763,792
258764,693
258765,100
258766,678
258767,577
258768,338
258769,297
258770,200
258771,1375
258772,1168
258773,688
258774,603
258775,237
258776,1627
258777,1384
258778,813
258779,712
258780,70
258781,476
258782,405
258783,236
258784,207
258785,140
258786,963
258787,819
258788,481
258789,421
258790,167
258791,1140
258792,967
258793,566
258794,496
258795,4
258796,23
258797,19
258798,12
258799,9
258800,6
258801,47
258802,40
258803,23
258804,21
258805,7
258806,57
258807,48
258808,27
258809,25
258810,163
258811,1106
258812,940
258813,552
258814,481
258815,329
258816,2245
258817,1907
258818,1118
258819,978
258820,389
258821,2656
258822,2251
258823,1325
258824,1159
258825,131
258826,895
258827,760
258828,445
258829,390
258830,264
258831,1816
258832,1541
258833,906
258834,792
258835,314
258836,2144
258837,1823
258838,1070
258839,937
258840,100
258841,651
258842,573
258843,326
258844,291
258845,200
258846,1316
258847,1159
258848,662
258849,590
258850,237
258851,1557
258852,1371
258853,783
258854,699
258855,102
258856,666
258857,588
258858,334
258859,299
258860,203
258861,1353
258862,1189
258863,679
258864,607
258865,241
258866,1599
258867,1409
258868,803
258869,717
258870,71
258871,467
258872,411
258873,234
258874,209
258875,143
258876,948
258877,832
258878,475
258879,424
258880,168
258881,1120
258882,984
258883,560
258884,501
258885,4
258886,23
258887,19
258888,11
258889,11
258890,6
258891,47
258892,41
258893,23
258894,20
258895,8
258896,56
258897,48
258898,27
258899,25
258900,165
258901,1087
258902,958
258903,545
258904,485
258905,333
258906,2206
258907,1941
258908,1105
258909,986
258910,395
258911,2611
258912,2290
258913,1310
258914,1167
258915,132
258916,879
258917,774
258918,440
258919,393
258920,268
258921,1784
258922,1568
258923,895
258924,798
258925,318
258926,2106
258927,1854
258928,1057
258929,942
258930,106
258931,690
258932,595
258933,350
258934,317
258935,210
258936,1396
258937,1205
258938,709
258939,640
258940,248
258941,1652
258942,1425
258943,840
258944,758
258945,107
258946,707
258947,610
258948,360
258949,324
258950,214
258951,1435
258952,1237
258953,729
258954,659
258955,254
258956,1699
258957,1467
258958,864
258959,780
258960,73
258961,496
258962,428
258963,251
258964,227
258965,149
258966,1005
258967,866
258968,510
258969,461
258970,177
258971,1189
258972,1024
258973,600
258974,544
258975,3
258976,25
258977,21
258978,12
258979,11
258980,8
258981,50
258982,42
258983,25
258984,23
258985,9
258986,59
258987,50
258988,29
258989,26
258990,174
258991,1153
258992,995
258993,585
258994,527
258995,350
258996,2342
258997,2018
258998,1186
258999,1070
259000,415
259001,2773
259002,2384
259003,1405
259004,1267
259005,139
259006,933
259007,804
259008,473
259009,427
259010,282
259011,1894
